Year,State Abbr.,State FIPS,State Sales Tax Rate,State Food Sales Tax Rate,Food exempt from state sales tax (Source: FTA) (Y/N),"Statutes tax all ""food products"" sold through (VM) (Y/N)",Statutes EXEMPT all food products sold through (VM) (Y/N),Sales Tax: regular soda sold at retail (not in VM; not fountain),Sales Tax: regular soda (VM),Disfavored tax: Soda (Y/N),Disfavored tax: soda sold through VM (Y/N),Sales Tax rate Bottled Water ,Sales tax: Candy,Sales Tax: Gum,Sales Tax: Chips/ Pretzels (VM),Sales Tax: Ice Cream,Sales Tax: Popsicle,Sales Tax: Milkshakes/ Baked Goods
1998,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,6.500,0.000,0.000,6.500,0.000,0.000,3.500
1999,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,6.500,0.000,0.000,6.500,0.000,0.000,3.500
2000,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,6.500,0.000,0.000,6.500,0.000,0.000,0.000
2001,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,6.500,0.000,0.000,6.500,0.000,0.000,0.000
2002,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,6.500,0.000,0.000,6.500,0.000,0.000,0.000
2003,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,6.500,0.000,0.000,6.500,0.000,0.000,0.000
2004,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,0.000,0.000,0.000,6.500,0.000,0.000,0.000
2005,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,0.000,0.000,0.000,6.500,0.000,0.000,0.000
2006,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,0.000,0.000,0.000,6.500,0.000,0.000,0.000
2007,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,0.000,0.000,0.000,6.500,0.000,0.000,0.000
2008,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,0.000,0.000,0.000,6.500,0.000,0.000,0.000
2009,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,0.000,0.000,0.000,6.500,0.000,0.000,0.000
2010,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,0.000,0.000,0.000,6.500,0.000,0.000,0.000
2011,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,0.000,0.000,0.000,6.500,0.000,0.000,0.000
2012,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,0.000,0.000,0.000,6.500,0.000,0.000,0.000
2013,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,0.000,0.000,0.000,6.500,0.000,0.000,0.000
2014,WA,53,6.500,0.000,1.000,1.000,0.000,6.500,6.500,1,1,0.000,0.000,0.000,6.500,0.000,0.000,0.000
1997,WV,54,6.000,6.000,0.000,0.000,0.000,6.000,0.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
1998,WV,54,6.000,6.000,0.000,0.000,0.000,6.000,0.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
1999,WV,54,6.000,6.000,0.000,0.000,0.000,6.000,0.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2000,WV,54,6.000,6.000,0.000,0.000,0.000,6.000,0.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2001,WV,54,6.000,6.000,0.000,0.000,0.000,6.000,0.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2002,WV,54,6.000,6.000,0.000,0.000,0.000,6.000,0.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2003,WV,54,6.000,6.000,0.000,0.000,0.000,6.000,0.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2004,WV,54,6.000,6.000,0.000,0.000,0.000,6.000,0.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2005,WV,54,6.000,6.000,0.000,0.000,0.000,6.000,0.000,0,0,6.000,6.000,6.000,6.000,6.000,6.000,6.000
2006,WV,54,6.000,5.000,1.000,1.000,0.000,5.000,5.000,0,0,5.000,5.000,5.000,5.000,5.000,5.000,5.000
2007,WV,54,6.000,5.000,1.000,1.000,0.000,5.000,5.000,0,0,5.000,5.000,5.000,5.000,5.000,5.000,5.000
2008,WV,54,6.000,4.000,1.000,1.000,0.000,6.000,6.000,1,1,4.000,4.000,4.000,6.000,4.000,4.000,4.000
2009,WV,54,6.000,3.000,1.000,1.000,0.000,6.000,6.000,1,1,3.000,3.000,3.000,6.000,3.000,3.000,3.000
2010,WV,54,6.000,3.000,1.000,1.000,0.000,6.000,6.000,1,1,3.000,3.000,3.000,6.000,3.000,3.000,3.000
2011,WV,54,6.000,3.000,1.000,1.000,0.000,6.000,6.000,1,1,3.000,3.000,3.000,6.000,3.000,3.000,3.000
2012,WV,54,6.000,2.000,1.000,1.000,0.000,6.000,6.000,1,1,2.000,2.000,2.000,6.000,2.000,2.000,2.000
2013,WV,54,6.000,1.000,1.000,1.000,0.000,6.000,6.000,1,1,1.000,1.000,1.000,6.000,1.000,1.000,1.000
2014,WV,54,6.000,0.000,1.000,1.000,0.000,6.000,6.000,1,1,0.000,0.000,0.000,6.000,0.000,0.000,0.000
1997,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
1998,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
1999,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2000,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2001,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2002,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2003,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2004,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2005,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2006,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2007,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2008,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2009,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2010,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2011,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2012,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2013,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
2014,WI,55,5.000,0.000,1.000,0.000,0.000,5.000,5.000,1,1,0.000,5.000,5.000,0.000,5.000,0.000,0.000
1997,WY,56,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
1998,WY,56,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
1999,WY,56,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2000,WY,56,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2001,WY,56,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2002,WY,56,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2003,WY,56,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2004,WY,56,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2005,WY,56,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2006,WY,56,4.000,4.000,0.000,0.000,0.000,4.000,4.000,0,0,4.000,4.000,4.000,4.000,4.000,4.000,4.000
2007,WY,56,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2008,WY,56,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2009,WY,56,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2010,WY,56,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2011,WY,56,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2012,WY,56,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2013,WY,56,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
2014,WY,56,4.000,0.000,1.000,0.000,0.000,0.000,4.000,0,1,0.000,0.000,0.000,4.000,0.000,0.000,0.000
